node idx,drug id
3622,DB13456
3623,DB13457
3624,DB13459
3625,DB13460
3626,DB13461
3627,DB13464
3628,DB13466
3629,DB13467
3630,DB13468
3631,DB13470
3632,DB13472
3633,DB13478
3634,DB13479
3635,DB13480
3636,DB13481
3637,DB13485
3638,DB13486
3639,DB13488
3640,DB13489
3641,DB13491
3642,DB13495
3643,DB13496
3644,DB13499
3645,DB13500
3646,DB13501
3647,DB13502
3648,DB13503
3649,DB13504
3650,DB13505
3651,DB13506
3652,DB13507
3653,DB13508
3654,DB13509
3655,DB13510
3656,DB13511
3657,DB13514
3658,DB13517
3659,DB13520
3660,DB13522
3661,DB13523
3662,DB13524
3663,DB13526
3664,DB13527
3665,DB13528
3666,DB13530
3667,DB13532
3668,DB13533
3669,DB13534
3670,DB13535
3671,DB13537
3672,DB13538
3673,DB13540
3674,DB13541
3675,DB13542
3676,DB13543
3677,DB13544
3678,DB13545
3679,DB13546
3680,DB13547
3681,DB13550
3682,DB13551
3683,DB13552
3684,DB13554
3685,DB13555
3686,DB13556
3687,DB13557
3688,DB13559
3689,DB13563
3690,DB13566
3691,DB13569
3692,DB13571
3693,DB13572
3694,DB13573
3695,DB13575
3696,DB13577
3697,DB13578
3698,DB13580
3699,DB13581
3700,DB13583
3701,DB13584
3702,DB13587
3703,DB13588
3704,DB13590
3705,DB13592
3706,DB13595
3707,DB13597
3708,DB13598
3709,DB13601
3710,DB13602
3711,DB13603
3712,DB13604
3713,DB13605
3714,DB13606
3715,DB13609
3716,DB13610
3717,DB13612
3718,DB13615
3719,DB13616
3720,DB13617
3721,DB13619
3722,DB13620
3723,DB13622
3724,DB13623
3725,DB13624
3726,DB13626
3727,DB13627
3728,DB13629
3729,DB13631
3730,DB13633
3731,DB13634
3732,DB13635
3733,DB13636
3734,DB13637
3735,DB13638
3736,DB13641
3737,DB13642
3738,DB13643
3739,DB13644
3740,DB13645
3741,DB13646
3742,DB13647
3743,DB13648
3744,DB13649
3745,DB13650
3746,DB13651
3747,DB13652
3748,DB13653
3749,DB13654
3750,DB13657
3751,DB13660
3752,DB13662
3753,DB13663
3754,DB13664
3755,DB13665
3756,DB13666
3757,DB13667
3758,DB13668
3759,DB13673
3760,DB13675
3761,DB13676
3762,DB13677
3763,DB13678
3764,DB13679
3765,DB13681
3766,DB13682
3767,DB13683
3768,DB13684
3769,DB13685
3770,DB13686
3771,DB13687
3772,DB13689
3773,DB13690
3774,DB13691
3775,DB13692
3776,DB13693
3777,DB13694
3778,DB13695
3779,DB13699
3780,DB13703
3781,DB13704
3782,DB13705
3783,DB13707
3784,DB13708
3785,DB13710
3786,DB13711
3787,DB13713
3788,DB13715
3789,DB13718
3790,DB13719
3791,DB13720
3792,DB13722
3793,DB13724
3794,DB13725
3795,DB13726
3796,DB13728
3797,DB13729
3798,DB13733
3799,DB13735
3800,DB13737
3801,DB13738
3802,DB13739
3803,DB13742
3804,DB13743
3805,DB13744
3806,DB13745
3807,DB13746
3808,DB13749
3809,DB13751
3810,DB13753
3811,DB13754
3812,DB13756
3813,DB13757
3814,DB13759
3815,DB13760
3816,DB13762
3817,DB13766
3818,DB13767
3819,DB13769
3820,DB13770
3821,DB13772
3822,DB13773
3823,DB13775
3824,DB13776
3825,DB13777
3826,DB13778
3827,DB13779
3828,DB13780
3829,DB13781
3830,DB13782
3831,DB13783
3832,DB13784
3833,DB13786
3834,DB13787
3835,DB13791
3836,DB13792
3837,DB13793
3838,DB13795
3839,DB13798
3840,DB13799
3841,DB13800
3842,DB13801
3843,DB13803
3844,DB13804
3845,DB13805
3846,DB13807
3847,DB13808
3848,DB13809
3849,DB13811
3850,DB13812
3851,DB13814
3852,DB13816
3853,DB13817
3854,DB13820
3855,DB13821
3856,DB13823
3857,DB13824
3858,DB13829
3859,DB13831
3860,DB13832
3861,DB13835
3862,DB13836
3863,DB13837
3864,DB13840
3865,DB13841
3866,DB13843
3867,DB13844
3868,DB13845
3869,DB13846
3870,DB13848
3871,DB13849
3872,DB13850
3873,DB13851
3874,DB13852
3875,DB13854
3876,DB13856
3877,DB13857
3878,DB13860
3879,DB13862
3880,DB13863
3881,DB13866
3882,DB13867
3883,DB13868
3884,DB13871
3885,DB13872
3886,DB13873
3887,DB13874
3888,DB13875
3889,DB13876
3890,DB13877
3891,DB13878
3892,DB13879
3893,DB13884
3894,DB13886
3895,DB13896
3896,DB13909
3897,DB13910
3898,DB13912
3899,DB13916
3900,DB13917
3901,DB13919
3902,DB13923
3903,DB13924
3904,DB13925
3905,DB13928
3906,DB13929
3907,DB13933
3908,DB13940
3909,DB13941
3910,DB13943
3911,DB13944
3912,DB13946
3913,DB13947
3914,DB13948
3915,DB13949
3916,DB13950
3917,DB13951
3918,DB13952
3919,DB13953
3920,DB13954
3921,DB13955
3922,DB13956
3923,DB13958
3924,DB13961
3925,DB13967
3926,DB13975
3927,DB13976
3928,DB13977
3929,DB13979
3930,DB13981
3931,DB13984
3932,DB13985
3933,DB13989
3934,DB13993
3935,DB13995
3936,DB13996
3937,DB13997
3938,DB13999
3939,DB14001
3940,DB14002
3941,DB14003
3942,DB14004
3943,DB14006
3944,DB14007
3945,DB14009
3946,DB14010
3947,DB14011
3948,DB14012
3949,DB14015
3950,DB14016
3951,DB14018
3952,DB14019
3953,DB14022
3954,DB14025
3955,DB14026
3956,DB14027
3957,DB14028
3958,DB14029
3959,DB14031
3960,DB14033
3961,DB14035
3962,DB14039
3963,DB14040
3964,DB14041
3965,DB14042
3966,DB14043
3967,DB14048
3968,DB14049
3969,DB14050
3970,DB14051
3971,DB14052
3972,DB14055
3973,DB14056
3974,DB14057
3975,DB14058
3976,DB14059
3977,DB14060
3978,DB14063
3979,DB14064
3980,DB14065
3981,DB14066
3982,DB14067
3983,DB14068
3984,DB14069
3985,DB14071
3986,DB14074
3987,DB14093
3988,DB14094
3989,DB14125
3990,DB14126
3991,DB14132
3992,DB14184
3993,DB14185
3994,DB14186
3995,DB14193
3996,DB14194
3997,DB14207
3998,DB14208
3999,DB14209
4000,DB14210
4001,DB14211
4002,DB14213
4003,DB14217
4004,DB14219
4005,DB14231
4006,DB14232
4007,DB14240
4008,DB14256
4009,DB14337
4010,DB14384
4011,DB14385
4012,DB14394
4013,DB14409
4014,DB14443
4015,DB14445
4016,DB14449
4017,DB14473
4018,DB14476
4019,DB14479
4020,DB14481
4021,DB14482
4022,DB14483
4023,DB14484
4024,DB14485
4025,DB14486
4026,DB14487
4027,DB14488
4028,DB14489
4029,DB14490
4030,DB14491
4031,DB14492
4032,DB14493
4033,DB14498
4034,DB14499
4035,DB14500
4036,DB14502
4037,DB14503
4038,DB14504
4039,DB14506
4040,DB14507
4041,DB14509
4042,DB14512
4043,DB14513
4044,DB14514
4045,DB14515
4046,DB14516
4047,DB14517
4048,DB14519
4049,DB14520
4050,DB14521
4051,DB14523
4052,DB14526
4053,DB14527
4054,DB14528
4055,DB14529
4056,DB14530
4057,DB14533
4058,DB14538
4059,DB14539
4060,DB14540
4061,DB14541
4062,DB14542
4063,DB14543
4064,DB14544
4065,DB14545
4066,DB14546
4067,DB14547
4068,DB14548
4069,DB14562
4070,DB14568
4071,DB14569
4072,DB14570
4073,DB14575
4074,DB14577
4075,DB14579
4076,DB14580
4077,DB14583
4078,DB14585
4079,DB14596
4080,DB14597
4081,DB14598
4082,DB14600
4083,DB14619
4084,DB14620
4085,DB14627
4086,DB14631
4087,DB14633
4088,DB14634
4089,DB14635
4090,DB14642
4091,DB14643
4092,DB14644
4093,DB14646
4094,DB14651
4095,DB14652
4096,DB14655
4097,DB14659
4098,DB14669
4099,DB14672
4100,DB14678
4101,DB14679
4102,DB14680
4103,DB14681
4104,DB14684
4105,DB14685
4106,DB14695
4107,DB14700
4108,DB14707
4109,DB14708
4110,DB14711
4111,DB14712
4112,DB14713
4113,DB14715
4114,DB14718
4115,DB14719
4116,DB14723
4117,DB14724
4118,DB14725
4119,DB14726
4120,DB14730
4121,DB14731
4122,DB14733
4123,DB14737
4124,DB14738
4125,DB14740
4126,DB14752
4127,DB14754
4128,DB14762
4129,DB14763
4130,DB14765
4131,DB14776
4132,DB14777
4133,DB14778
4134,DB14783
4135,DB14784
4136,DB14792
4137,DB14809
4138,DB14811
4139,DB14813
4140,DB14824
4141,DB14843
4142,DB14844
4143,DB14860
4144,DB14864
4145,DB14865
4146,DB14871
4147,DB14877
4148,DB14891
4149,DB14897
4150,DB14905
4151,DB14906
4152,DB14907
4153,DB14908
4154,DB14919
4155,DB14930
4156,DB14936
4157,DB14938
4158,DB14947
4159,DB14951
4160,DB14952
4161,DB14959
4162,DB14962
4163,DB14963
4164,DB14967
4165,DB14975
4166,DB14988
4167,DB14997
4168,DB14999
4169,DB15014
4170,DB15022
4171,DB15035
4172,DB15044
4173,DB15045
4174,DB15051
4175,DB15057
4176,DB15066
4177,DB15076
4178,DB15089
4179,DB15090
4180,DB15091
4181,DB15093
4182,DB15095
4183,DB15101
4184,DB15104
4185,DB15112
4186,DB15113
4187,DB15118
4188,DB15119
4189,DB15120
4190,DB15122
4191,DB15130
4192,DB15131
4193,DB15135
4194,DB15157
4195,DB15160
4196,DB15167
4197,DB15171
4198,DB15172
4199,DB15192
4200,DB15193
4201,DB15197
4202,DB15203
4203,DB15206
4204,DB15213
4205,DB15215
4206,DB15217
4207,DB15225
4208,DB15233
4209,DB15245
4210,DB15246
4211,DB15252
4212,DB15253
4213,DB15263
4214,DB15274
4215,DB15277
4216,DB15289
4217,DB15290
4218,DB15300
4219,DB15317
4220,DB15321
4221,DB15328
4222,DB15332
4223,DB15334
4224,DB15335
4225,DB15336
4226,DB15349
4227,DB15351
4228,DB15354
4229,DB15357
4230,DB15360
4231,DB15363
4232,DB15366
4233,DB15381
4234,DB15383
4235,DB15394
4236,DB15397
4237,DB15409
4238,DB15415
4239,DB15419
4240,DB15427
4241,DB15428
4242,DB15432
4243,DB15441
4244,DB15443
4245,DB15444
4246,DB15445
4247,DB15453
4248,DB15461
4249,DB15465
4250,DB15466
4251,DB15477
4252,DB15478
4253,DB15483
4254,DB15488
4255,DB15492
4256,DB15494
4257,DB15528
4258,DB15559
4259,DB15565
4260,DB15566
4261,DB15593
4262,DB15595
4263,DB15598
4264,DB15617
4265,DB15623
4266,DB15657
